33
BC377639-37CC-4824-81AF-60177418B46D,PAYMENT,14535.18,C1906093041,83310.00,68774.82,M95867054
A35686EA-BFE7-455E-A027-54D73968E6D3,PAYMENT,11367.98,C371579810,77199.32,65831.34,M1932650331
7721D4C1-5A2E-4AA0-8AC3-351DFC4FE84A,DEPOSIT,159266.75,C1387043512,7777736.40,7937003.15,C553899299
F8A44740-DE85-4477-9E5E-C090AABE0BF2,WITHDRAWAL,79628.70,C739752704,203042.00,123413.30,C579345824
043FD663-236E-4C02-B042-E2642AA6471E,DEBIT,3225.27,C750937249,99375.00,96149.73,C1232504595
E0EB18EC-4EE2-4206-8834-9465992D1B28,PAYMENT,11268.73,C385148617,167267.40,155998.67,M1084205719
003C45B2-1356-4C7F-8D8A-EBB7BF026F16,DEPOSIT,149504.20,C386278926,56082.00,205586.19,C1113941243
B7ECC2F3-E455-4EF8-B4DF-55150A9F3B1F,PAYMENT,7676.11,C2018933315,542758.39,535082.28,M1018630839
76947698-1302-47D9-9CAF-66F21A2A6A52,PAYMENT,3240.99,C208944046,4778.00,1537.01,M962275185
458BF06E-1E34-4E1B-9656-7D78032C70E0,PAYMENT,4319.43,C1325645367,15463.00,11143.58,M1735850501
822A3FB9-365A-464F-8345-4B6301C75A16,DEPOSIT,50120.20,C1400815914,54938.00,105058.20,C1687917480
85D961A8-E82A-4280-9B51-5AAAC33E36E8,WITHDRAWAL,44619.85,C1326654544,157575.00,112955.15,C1691615234
5F51DF2D-EEC2-4447-80B0-2BDF0CCC3113,PAYMENT,1811.74,C2005084576,14352.00,12540.26,M1132833788
391F62C7-6955-4CDC-B144-9CAAA6318007,DEPOSIT,190952.35,C1230127976,49564.00,240516.35,C567067876
A9B963B1-6985-4385-90B3-85E6AAC3DFFB,DEPOSIT,69161.75,C176205906,19737.00,88898.75,C1180812471
5B37CA17-B846-4AF9-BD21-95BE5A79A5F1,PAYMENT,13441.05,C1722681101,175513.00,162071.95,M1172020355
66BE50CE-7C51-4186-989D-7127B713C067,PAYMENT,20097.12,C1494418180,346709.43,326612.31,M2080718261
25BE6068-E531-4853-8633-AE7AB1191E5C,DEPOSIT,196388.95,C623330074,60119.00,256507.95,C2071614871
1324B3F4-814C-4590-84B6-6E2F742CE79E,WITHDRAWAL,119800.13,C112435505,232463.56,112663.43,C1501985473
1DBB66AE-9222-4D3D-8651-BAB82CB48488,DEPOSIT,270574.43,C1824038590,119.00,270590.43,C621979846
5F1201C0-EA67-49A4-96F7-EC3946546DE6,PAYMENT,23540.75,C2038607789,380247.04,356706.29,M998571444
64DC4928-B895-41E7-BA01-734123140859,WITHDRAWAL,213785.31,C1511732583,798159.00,584373.69,C1604492548
01957E59-986B-4224-957D-121B66E3F8A2,WITHDRAWAL,51326.05,C379280505,506048.00,454721.95,C68920634
4836A6C0-FDFE-4107-8A7F-5BA8C941BB3E,TRANSFER,383691.53,C1959818177,570869.03,187175.50,C1929973011
23FC2E74-62BF-44D7-BB93-E34D676AF408,WITHDRAWAL,7133.85,C748279925,23048.00,15914.15,C349268879
5EF1E4D8-B388-4CDF-B120-16AAD1F3DB76,WITHDRAWAL,108598.26,C956529542,625569.00,516970.74,C688046185
3E619B4F-DF31-4123-BBE5-608036225C88,PAYMENT,25691.55,C1700962688,370913.16,345221.61,M2061121871
7D2ADD0D-9F13-4F60-8974-CE8CA32D89FF,PAYMENT,36239.31,C1302498778,210341.21,174101.90,M1076349586
E6336DF4-ABCD-416E-BA67-0169AEC7CDBD,DEPOSIT,29959.67,C930081445,228.00,30187.67,C1513014786
3CD56B44-A81C-4E6A-8469-FBB793A872F4,WITHDRAWAL,7454.00,C1046703987,16646.00,9192.00,C2045185257
D4347367-E70D-48F4-ABAB-F38A0A9FAABE,PAYMENT,11814.03,C1564063341,16417.00,4602.97,M907769097
AC970F42-365F-4055-B5B7-7522ECC963DF,DEPOSIT,421189.71,C544964657,83.00,421272.71,C1082284544
1F5B3912-352E-412D-AEF7-4ED65BF38CE0,DEPOSIT,281292.06,C327263195,17468.00,298860.06,C956086567
